case,case_status,profile_status,scientific_question,expected_contribution,equation,domain,boundary_conditions,method,order,resolution,resolution_flag,ranks,scale,time_integrator,metrics,reference_check,priority,intended_artifact,estimated_seconds,command
blast_unassisted,proposed,draft,At what time does each unassisted method first become inadmissible?,Unassisted robustness boundary.,compressible Euler Woodward-Colella blast,"[0,1]",reflecting,dg,1,0,-r,1,1.0,SSPRK3 without positivity limiter,failure time; minimum density; minimum pressure,failure diagnostic consistency,required,robustness table,26.25,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 5 -tf 0.038 -no-positivity -no-vis -r 0 -o 1 -method dg -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/blast_unassisted
blast_unassisted,proposed,draft,At what time does each unassisted method first become inadmissible?,Unassisted robustness boundary.,compressible Euler Woodward-Colella blast,"[0,1]",reflecting,ofdg-kxrcf,1,0,-r,1,1.0,SSPRK3 without positivity limiter,failure time; minimum density; minimum pressure,failure diagnostic consistency,required,robustness table,26.25,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 5 -tf 0.038 -no-positivity -no-vis -r 0 -o 1 -method ofdg-kxrcf -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/blast_unassisted
blast_unassisted,proposed,draft,At what time does each unassisted method first become inadmissible?,Unassisted robustness boundary.,compressible Euler Woodward-Colella blast,"[0,1]",reflecting,oedg,1,0,-r,1,1.0,SSPRK3 without positivity limiter,failure time; minimum density; minimum pressure,failure diagnostic consistency,required,robustness table,26.25,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 5 -tf 0.038 -no-positivity -no-vis -r 0 -o 1 -method oedg -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/blast_unassisted
blast_unassisted,proposed,draft,At what time does each unassisted method first become inadmissible?,Unassisted robustness boundary.,compressible Euler Woodward-Colella blast,"[0,1]",reflecting,ofdg,1,0,-r,1,1.0,SSPRK3 without positivity limiter,failure time; minimum density; minimum pressure,failure diagnostic consistency,required,robustness table,26.25,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 5 -tf 0.038 -no-positivity -no-vis -r 0 -o 1 -method ofdg -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/blast_unassisted
blast_unassisted,proposed,draft,At what time does each unassisted method first become inadmissible?,Unassisted robustness boundary.,compressible Euler Woodward-Colella blast,"[0,1]",reflecting,dg,2,0,-r,1,1.0,SSPRK3 without positivity limiter,failure time; minimum density; minimum pressure,failure diagnostic consistency,required,robustness table,26.25,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 5 -tf 0.038 -no-positivity -no-vis -r 0 -o 2 -method dg -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/blast_unassisted
blast_unassisted,proposed,draft,At what time does each unassisted method first become inadmissible?,Unassisted robustness boundary.,compressible Euler Woodward-Colella blast,"[0,1]",reflecting,ofdg-kxrcf,2,0,-r,1,1.0,SSPRK3 without positivity limiter,failure time; minimum density; minimum pressure,failure diagnostic consistency,required,robustness table,26.25,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 5 -tf 0.038 -no-positivity -no-vis -r 0 -o 2 -method ofdg-kxrcf -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/blast_unassisted
blast_unassisted,proposed,draft,At what time does each unassisted method first become inadmissible?,Unassisted robustness boundary.,compressible Euler Woodward-Colella blast,"[0,1]",reflecting,oedg,2,0,-r,1,1.0,SSPRK3 without positivity limiter,failure time; minimum density; minimum pressure,failure diagnostic consistency,required,robustness table,26.25,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 5 -tf 0.038 -no-positivity -no-vis -r 0 -o 2 -method oedg -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/blast_unassisted
blast_unassisted,proposed,draft,At what time does each unassisted method first become inadmissible?,Unassisted robustness boundary.,compressible Euler Woodward-Colella blast,"[0,1]",reflecting,ofdg,2,0,-r,1,1.0,SSPRK3 without positivity limiter,failure time; minimum density; minimum pressure,failure diagnostic consistency,required,robustness table,26.25,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 5 -tf 0.038 -no-positivity -no-vis -r 0 -o 2 -method ofdg -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/blast_unassisted
blast_unassisted,proposed,draft,At what time does each unassisted method first become inadmissible?,Unassisted robustness boundary.,compressible Euler Woodward-Colella blast,"[0,1]",reflecting,dg,3,0,-r,1,1.0,SSPRK3 without positivity limiter,failure time; minimum density; minimum pressure,failure diagnostic consistency,required,robustness table,26.25,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 5 -tf 0.038 -no-positivity -no-vis -r 0 -o 3 -method dg -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/blast_unassisted
blast_unassisted,proposed,draft,At what time does each unassisted method first become inadmissible?,Unassisted robustness boundary.,compressible Euler Woodward-Colella blast,"[0,1]",reflecting,ofdg-kxrcf,3,0,-r,1,1.0,SSPRK3 without positivity limiter,failure time; minimum density; minimum pressure,failure diagnostic consistency,required,robustness table,26.25,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 5 -tf 0.038 -no-positivity -no-vis -r 0 -o 3 -method ofdg-kxrcf -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/blast_unassisted
blast_unassisted,proposed,draft,At what time does each unassisted method first become inadmissible?,Unassisted robustness boundary.,compressible Euler Woodward-Colella blast,"[0,1]",reflecting,oedg,3,0,-r,1,1.0,SSPRK3 without positivity limiter,failure time; minimum density; minimum pressure,failure diagnostic consistency,required,robustness table,26.25,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 5 -tf 0.038 -no-positivity -no-vis -r 0 -o 3 -method oedg -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/blast_unassisted
blast_unassisted,proposed,draft,At what time does each unassisted method first become inadmissible?,Unassisted robustness boundary.,compressible Euler Woodward-Colella blast,"[0,1]",reflecting,ofdg,3,0,-r,1,1.0,SSPRK3 without positivity limiter,failure time; minimum density; minimum pressure,failure diagnostic consistency,required,robustness table,26.25,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 5 -tf 0.038 -no-positivity -no-vis -r 0 -o 3 -method ofdg -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/blast_unassisted
blast,proposed,draft,How much common positivity assistance is required to resolve the blast?,Assisted robustness and resolution comparison.,compressible Euler Woodward-Colella blast,"[0,1]",reflecting,dg,1,0,-r,1,1.0,SSPRK3 with common positivity limiter,reference L1; limited fraction; rejected steps; minimum pressure,two WENO5 grid resolutions,required,profile and robustness table,52.5,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 5 -tf 0.038 -positivity -no-vis -r 0 -o 1 -method dg -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/blast
blast,proposed,draft,How much common positivity assistance is required to resolve the blast?,Assisted robustness and resolution comparison.,compressible Euler Woodward-Colella blast,"[0,1]",reflecting,ofdg-kxrcf,1,0,-r,1,1.0,SSPRK3 with common positivity limiter,reference L1; limited fraction; rejected steps; minimum pressure,two WENO5 grid resolutions,required,profile and robustness table,52.5,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 5 -tf 0.038 -positivity -no-vis -r 0 -o 1 -method ofdg-kxrcf -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/blast
blast,proposed,draft,How much common positivity assistance is required to resolve the blast?,Assisted robustness and resolution comparison.,compressible Euler Woodward-Colella blast,"[0,1]",reflecting,oedg,1,0,-r,1,1.0,SSPRK3 with common positivity limiter,reference L1; limited fraction; rejected steps; minimum pressure,two WENO5 grid resolutions,required,profile and robustness table,52.5,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 5 -tf 0.038 -positivity -no-vis -r 0 -o 1 -method oedg -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/blast
blast,proposed,draft,How much common positivity assistance is required to resolve the blast?,Assisted robustness and resolution comparison.,compressible Euler Woodward-Colella blast,"[0,1]",reflecting,ofdg,1,0,-r,1,1.0,SSPRK3 with common positivity limiter,reference L1; limited fraction; rejected steps; minimum pressure,two WENO5 grid resolutions,required,profile and robustness table,52.5,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 5 -tf 0.038 -positivity -no-vis -r 0 -o 1 -method ofdg -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/blast
blast,proposed,draft,How much common positivity assistance is required to resolve the blast?,Assisted robustness and resolution comparison.,compressible Euler Woodward-Colella blast,"[0,1]",reflecting,dg,2,0,-r,1,1.0,SSPRK3 with common positivity limiter,reference L1; limited fraction; rejected steps; minimum pressure,two WENO5 grid resolutions,required,profile and robustness table,52.5,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 5 -tf 0.038 -positivity -no-vis -r 0 -o 2 -method dg -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/blast
blast,proposed,draft,How much common positivity assistance is required to resolve the blast?,Assisted robustness and resolution comparison.,compressible Euler Woodward-Colella blast,"[0,1]",reflecting,ofdg-kxrcf,2,0,-r,1,1.0,SSPRK3 with common positivity limiter,reference L1; limited fraction; rejected steps; minimum pressure,two WENO5 grid resolutions,required,profile and robustness table,52.5,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 5 -tf 0.038 -positivity -no-vis -r 0 -o 2 -method ofdg-kxrcf -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/blast
blast,proposed,draft,How much common positivity assistance is required to resolve the blast?,Assisted robustness and resolution comparison.,compressible Euler Woodward-Colella blast,"[0,1]",reflecting,oedg,2,0,-r,1,1.0,SSPRK3 with common positivity limiter,reference L1; limited fraction; rejected steps; minimum pressure,two WENO5 grid resolutions,required,profile and robustness table,52.5,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 5 -tf 0.038 -positivity -no-vis -r 0 -o 2 -method oedg -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/blast
blast,proposed,draft,How much common positivity assistance is required to resolve the blast?,Assisted robustness and resolution comparison.,compressible Euler Woodward-Colella blast,"[0,1]",reflecting,ofdg,2,0,-r,1,1.0,SSPRK3 with common positivity limiter,reference L1; limited fraction; rejected steps; minimum pressure,two WENO5 grid resolutions,required,profile and robustness table,52.5,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 5 -tf 0.038 -positivity -no-vis -r 0 -o 2 -method ofdg -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/blast
blast,proposed,draft,How much common positivity assistance is required to resolve the blast?,Assisted robustness and resolution comparison.,compressible Euler Woodward-Colella blast,"[0,1]",reflecting,dg,3,0,-r,1,1.0,SSPRK3 with common positivity limiter,reference L1; limited fraction; rejected steps; minimum pressure,two WENO5 grid resolutions,required,profile and robustness table,52.5,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 5 -tf 0.038 -positivity -no-vis -r 0 -o 3 -method dg -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/blast
blast,proposed,draft,How much common positivity assistance is required to resolve the blast?,Assisted robustness and resolution comparison.,compressible Euler Woodward-Colella blast,"[0,1]",reflecting,ofdg-kxrcf,3,0,-r,1,1.0,SSPRK3 with common positivity limiter,reference L1; limited fraction; rejected steps; minimum pressure,two WENO5 grid resolutions,required,profile and robustness table,52.5,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 5 -tf 0.038 -positivity -no-vis -r 0 -o 3 -method ofdg-kxrcf -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/blast
blast,proposed,draft,How much common positivity assistance is required to resolve the blast?,Assisted robustness and resolution comparison.,compressible Euler Woodward-Colella blast,"[0,1]",reflecting,oedg,3,0,-r,1,1.0,SSPRK3 with common positivity limiter,reference L1; limited fraction; rejected steps; minimum pressure,two WENO5 grid resolutions,required,profile and robustness table,52.5,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 5 -tf 0.038 -positivity -no-vis -r 0 -o 3 -method oedg -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/blast
blast,proposed,draft,How much common positivity assistance is required to resolve the blast?,Assisted robustness and resolution comparison.,compressible Euler Woodward-Colella blast,"[0,1]",reflecting,ofdg,3,0,-r,1,1.0,SSPRK3 with common positivity limiter,reference L1; limited fraction; rejected steps; minimum pressure,two WENO5 grid resolutions,required,profile and robustness table,52.5,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 5 -tf 0.038 -positivity -no-vis -r 0 -o 3 -method ofdg -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/blast
shu_osher,proposed,draft,How well are post-shock entropy waves resolved?,Small-scale shock interaction comparison.,compressible Euler Shu-Osher problem,"[-5,5]",fixed exterior states,dg,1,0,-r,1,1.0,SSPRK3 with common positivity limiter,reference L1; TV; extrema; limited fraction,two WENO5 grid resolutions,required,profile with matched zoom,52.5,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 8 -tf 1.8 -positivity -no-vis -r 0 -o 1 -method dg -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/shu_osher
shu_osher,proposed,draft,How well are post-shock entropy waves resolved?,Small-scale shock interaction comparison.,compressible Euler Shu-Osher problem,"[-5,5]",fixed exterior states,ofdg-kxrcf,1,0,-r,1,1.0,SSPRK3 with common positivity limiter,reference L1; TV; extrema; limited fraction,two WENO5 grid resolutions,required,profile with matched zoom,52.5,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 8 -tf 1.8 -positivity -no-vis -r 0 -o 1 -method ofdg-kxrcf -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/shu_osher
shu_osher,proposed,draft,How well are post-shock entropy waves resolved?,Small-scale shock interaction comparison.,compressible Euler Shu-Osher problem,"[-5,5]",fixed exterior states,oedg,1,0,-r,1,1.0,SSPRK3 with common positivity limiter,reference L1; TV; extrema; limited fraction,two WENO5 grid resolutions,required,profile with matched zoom,52.5,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 8 -tf 1.8 -positivity -no-vis -r 0 -o 1 -method oedg -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/shu_osher
shu_osher,proposed,draft,How well are post-shock entropy waves resolved?,Small-scale shock interaction comparison.,compressible Euler Shu-Osher problem,"[-5,5]",fixed exterior states,ofdg,1,0,-r,1,1.0,SSPRK3 with common positivity limiter,reference L1; TV; extrema; limited fraction,two WENO5 grid resolutions,required,profile with matched zoom,52.5,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 8 -tf 1.8 -positivity -no-vis -r 0 -o 1 -method ofdg -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/shu_osher
shu_osher,proposed,draft,How well are post-shock entropy waves resolved?,Small-scale shock interaction comparison.,compressible Euler Shu-Osher problem,"[-5,5]",fixed exterior states,dg,2,0,-r,1,1.0,SSPRK3 with common positivity limiter,reference L1; TV; extrema; limited fraction,two WENO5 grid resolutions,required,profile with matched zoom,52.5,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 8 -tf 1.8 -positivity -no-vis -r 0 -o 2 -method dg -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/shu_osher
shu_osher,proposed,draft,How well are post-shock entropy waves resolved?,Small-scale shock interaction comparison.,compressible Euler Shu-Osher problem,"[-5,5]",fixed exterior states,ofdg-kxrcf,2,0,-r,1,1.0,SSPRK3 with common positivity limiter,reference L1; TV; extrema; limited fraction,two WENO5 grid resolutions,required,profile with matched zoom,52.5,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 8 -tf 1.8 -positivity -no-vis -r 0 -o 2 -method ofdg-kxrcf -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/shu_osher
shu_osher,proposed,draft,How well are post-shock entropy waves resolved?,Small-scale shock interaction comparison.,compressible Euler Shu-Osher problem,"[-5,5]",fixed exterior states,oedg,2,0,-r,1,1.0,SSPRK3 with common positivity limiter,reference L1; TV; extrema; limited fraction,two WENO5 grid resolutions,required,profile with matched zoom,52.5,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 8 -tf 1.8 -positivity -no-vis -r 0 -o 2 -method oedg -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/shu_osher
shu_osher,proposed,draft,How well are post-shock entropy waves resolved?,Small-scale shock interaction comparison.,compressible Euler Shu-Osher problem,"[-5,5]",fixed exterior states,ofdg,2,0,-r,1,1.0,SSPRK3 with common positivity limiter,reference L1; TV; extrema; limited fraction,two WENO5 grid resolutions,required,profile with matched zoom,52.5,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 8 -tf 1.8 -positivity -no-vis -r 0 -o 2 -method ofdg -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/shu_osher
shu_osher,proposed,draft,How well are post-shock entropy waves resolved?,Small-scale shock interaction comparison.,compressible Euler Shu-Osher problem,"[-5,5]",fixed exterior states,dg,3,0,-r,1,1.0,SSPRK3 with common positivity limiter,reference L1; TV; extrema; limited fraction,two WENO5 grid resolutions,required,profile with matched zoom,52.5,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 8 -tf 1.8 -positivity -no-vis -r 0 -o 3 -method dg -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/shu_osher
shu_osher,proposed,draft,How well are post-shock entropy waves resolved?,Small-scale shock interaction comparison.,compressible Euler Shu-Osher problem,"[-5,5]",fixed exterior states,ofdg-kxrcf,3,0,-r,1,1.0,SSPRK3 with common positivity limiter,reference L1; TV; extrema; limited fraction,two WENO5 grid resolutions,required,profile with matched zoom,52.5,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 8 -tf 1.8 -positivity -no-vis -r 0 -o 3 -method ofdg-kxrcf -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/shu_osher
shu_osher,proposed,draft,How well are post-shock entropy waves resolved?,Small-scale shock interaction comparison.,compressible Euler Shu-Osher problem,"[-5,5]",fixed exterior states,oedg,3,0,-r,1,1.0,SSPRK3 with common positivity limiter,reference L1; TV; extrema; limited fraction,two WENO5 grid resolutions,required,profile with matched zoom,52.5,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 8 -tf 1.8 -positivity -no-vis -r 0 -o 3 -method oedg -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/shu_osher
shu_osher,proposed,draft,How well are post-shock entropy waves resolved?,Small-scale shock interaction comparison.,compressible Euler Shu-Osher problem,"[-5,5]",fixed exterior states,ofdg,3,0,-r,1,1.0,SSPRK3 with common positivity limiter,reference L1; TV; extrema; limited fraction,two WENO5 grid resolutions,required,profile with matched zoom,52.5,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 8 -tf 1.8 -positivity -no-vis -r 0 -o 3 -method ofdg -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/shu_osher
riemann_2d,proposed,draft,How do the methods resolve a multidimensional Riemann interaction on the same mesh?,Two-dimensional discontinuity comparison.,compressible Euler 2D Riemann problem,"[0,1]^2",fixed exterior states,dg,1,0,-r,1,1.0,SSPRK3 with common positivity limiter,conservation diagnostic; minimum pressure; limited fraction,matched contour limits and mesh refinement spot-check,required,separate contour and line-cut figures,1575,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 6 -tf 0.25 -positivity -no-vis -r 0 -o 1 -method dg -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/riemann_2d
riemann_2d,proposed,draft,How do the methods resolve a multidimensional Riemann interaction on the same mesh?,Two-dimensional discontinuity comparison.,compressible Euler 2D Riemann problem,"[0,1]^2",fixed exterior states,ofdg-kxrcf,1,0,-r,1,1.0,SSPRK3 with common positivity limiter,conservation diagnostic; minimum pressure; limited fraction,matched contour limits and mesh refinement spot-check,required,separate contour and line-cut figures,1575,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 6 -tf 0.25 -positivity -no-vis -r 0 -o 1 -method ofdg-kxrcf -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/riemann_2d
riemann_2d,proposed,draft,How do the methods resolve a multidimensional Riemann interaction on the same mesh?,Two-dimensional discontinuity comparison.,compressible Euler 2D Riemann problem,"[0,1]^2",fixed exterior states,oedg,1,0,-r,1,1.0,SSPRK3 with common positivity limiter,conservation diagnostic; minimum pressure; limited fraction,matched contour limits and mesh refinement spot-check,required,separate contour and line-cut figures,1575,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 6 -tf 0.25 -positivity -no-vis -r 0 -o 1 -method oedg -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/riemann_2d
riemann_2d,proposed,draft,How do the methods resolve a multidimensional Riemann interaction on the same mesh?,Two-dimensional discontinuity comparison.,compressible Euler 2D Riemann problem,"[0,1]^2",fixed exterior states,ofdg,1,0,-r,1,1.0,SSPRK3 with common positivity limiter,conservation diagnostic; minimum pressure; limited fraction,matched contour limits and mesh refinement spot-check,required,separate contour and line-cut figures,1575,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 6 -tf 0.25 -positivity -no-vis -r 0 -o 1 -method ofdg -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/riemann_2d
riemann_2d,proposed,draft,How do the methods resolve a multidimensional Riemann interaction on the same mesh?,Two-dimensional discontinuity comparison.,compressible Euler 2D Riemann problem,"[0,1]^2",fixed exterior states,dg,2,0,-r,1,1.0,SSPRK3 with common positivity limiter,conservation diagnostic; minimum pressure; limited fraction,matched contour limits and mesh refinement spot-check,required,separate contour and line-cut figures,1575,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 6 -tf 0.25 -positivity -no-vis -r 0 -o 2 -method dg -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/riemann_2d
riemann_2d,proposed,draft,How do the methods resolve a multidimensional Riemann interaction on the same mesh?,Two-dimensional discontinuity comparison.,compressible Euler 2D Riemann problem,"[0,1]^2",fixed exterior states,ofdg-kxrcf,2,0,-r,1,1.0,SSPRK3 with common positivity limiter,conservation diagnostic; minimum pressure; limited fraction,matched contour limits and mesh refinement spot-check,required,separate contour and line-cut figures,1575,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 6 -tf 0.25 -positivity -no-vis -r 0 -o 2 -method ofdg-kxrcf -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/riemann_2d
riemann_2d,proposed,draft,How do the methods resolve a multidimensional Riemann interaction on the same mesh?,Two-dimensional discontinuity comparison.,compressible Euler 2D Riemann problem,"[0,1]^2",fixed exterior states,oedg,2,0,-r,1,1.0,SSPRK3 with common positivity limiter,conservation diagnostic; minimum pressure; limited fraction,matched contour limits and mesh refinement spot-check,required,separate contour and line-cut figures,1575,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 6 -tf 0.25 -positivity -no-vis -r 0 -o 2 -method oedg -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/riemann_2d
riemann_2d,proposed,draft,How do the methods resolve a multidimensional Riemann interaction on the same mesh?,Two-dimensional discontinuity comparison.,compressible Euler 2D Riemann problem,"[0,1]^2",fixed exterior states,ofdg,2,0,-r,1,1.0,SSPRK3 with common positivity limiter,conservation diagnostic; minimum pressure; limited fraction,matched contour limits and mesh refinement spot-check,required,separate contour and line-cut figures,1575,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 6 -tf 0.25 -positivity -no-vis -r 0 -o 2 -method ofdg -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/riemann_2d
riemann_2d,proposed,draft,How do the methods resolve a multidimensional Riemann interaction on the same mesh?,Two-dimensional discontinuity comparison.,compressible Euler 2D Riemann problem,"[0,1]^2",fixed exterior states,dg,3,0,-r,1,1.0,SSPRK3 with common positivity limiter,conservation diagnostic; minimum pressure; limited fraction,matched contour limits and mesh refinement spot-check,required,separate contour and line-cut figures,1575,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 6 -tf 0.25 -positivity -no-vis -r 0 -o 3 -method dg -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/riemann_2d
riemann_2d,proposed,draft,How do the methods resolve a multidimensional Riemann interaction on the same mesh?,Two-dimensional discontinuity comparison.,compressible Euler 2D Riemann problem,"[0,1]^2",fixed exterior states,ofdg-kxrcf,3,0,-r,1,1.0,SSPRK3 with common positivity limiter,conservation diagnostic; minimum pressure; limited fraction,matched contour limits and mesh refinement spot-check,required,separate contour and line-cut figures,1575,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 6 -tf 0.25 -positivity -no-vis -r 0 -o 3 -method ofdg-kxrcf -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/riemann_2d
riemann_2d,proposed,draft,How do the methods resolve a multidimensional Riemann interaction on the same mesh?,Two-dimensional discontinuity comparison.,compressible Euler 2D Riemann problem,"[0,1]^2",fixed exterior states,oedg,3,0,-r,1,1.0,SSPRK3 with common positivity limiter,conservation diagnostic; minimum pressure; limited fraction,matched contour limits and mesh refinement spot-check,required,separate contour and line-cut figures,1575,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 6 -tf 0.25 -positivity -no-vis -r 0 -o 3 -method oedg -cadence auto -scale 1.0 -profile /Users/timozund/Documents/master_thesis/codex_dev/measurements/study/planned/riemann_2d
